Reference,Protocol,Brand,LensMount,ManufacturerURL,Remark,Type,Cable,SupportURL,Message,MaxDelayToComplete,ControlCoverage,Bidirectionnal,Selected,Number,Lens,Network,Base
CX350,Panasonic CX350,Panasonic,MFT-Mount,,,Handheld Camcorder,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/CX350,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
Varicam,Panasonic Varicam,Panasonic,B4-Mount,,,Shoulder Camcorder,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/Varicam,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
BGH1,Panasonic BGH1,Panasonic,MFT-Mount,,,Mirrorless,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/BGH1,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
BSH1,Panasonic BGH1,Panasonic,MFT-Mount,,,Mirrorless,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/BGH1,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
LumixBGH1,Panasonic BGH1,Panasonic,MFT-Mount,,,Mirrorless,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/BGH1,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
LumixGH5S,Panasonic GH5,Panasonic,MFT-Mount,https://support.cyanview.com/docs/Integrations/Panasonic/GH5S,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Panasonic/GH5S,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
Lumix DC-GH5S,Panasonic GH5,Panasonic,MFT-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Panasonic/GH5S,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AWHE120,Panasonic PTZ,Panasonic,No-Xchange-Motorized,https://eu.connect.panasonic.com/nl/en/products/broadcast-proav/aw-he120,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/PanasonicPTZ,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AWHE130,Panasonic PTZ,Panasonic,No-Xchange-Motorized,https://eu.connect.panasonic.com/nl/en/products/broadcast-proav/aw-he130,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/PanasonicPTZ,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AWHE40,Panasonic PTZ,Panasonic,No-Xchange-Motorized,https://pro-av.panasonic.net/en/sales_o/camera/aw-he40/,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/PanasonicPTZ,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AWHE42,Panasonic PTZ,Panasonic,No-Xchange-Motorized,https://pro-av.panasonic.net/en/products/aw-he42/,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/PanasonicPTZ,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AWHE50,Panasonic PTZ,Panasonic,No-Xchange-Motorized,https://www.panasonic.com/in/business/broadcast/remote-camera-systems/integrated-pt-cameras/aw-he50s.html,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/PanasonicPTZ,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AWHE60,Panasonic PTZ,Panasonic,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/PanasonicPTZ,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AWHE70,Panasonic PTZ,Panasonic,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/PanasonicPTZ,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AWHR140,Panasonic PTZ,Panasonic,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/PanasonicPTZ,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AWUE100,Panasonic PTZ,Panasonic,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/PanasonicPTZ,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AWUE150,Panasonic PTZ,Panasonic,No-Xchange-Motorized,https://eu.connect.panasonic.com/broadcast-proav/remote-ptz-camera-systems/aw-ue150,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/PanasonicPTZ,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AWUE160,Panasonic PTZ,Panasonic,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/PanasonicPTZ,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AWUE70,Panasonic PTZ,Panasonic,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Panasonic/PanasonicPTZ,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AG-HPX500,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AJ-HPX2700,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AJ-HPX3100,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PX270,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PX380,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PX5000,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PX800,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
AKUB300,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
P2Serial,Panasonic P2,Panasonic,LNE-Mount,,,Shoulder Camcorder,CY-CBL-6P-PAN-10P,https://support.cyanview.com/docs/Integrations/Panasonic/P2,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
UC3400,Panasonic UC,Panasonic,B4-Mount,https://eu.connect.panasonic.com/gb/en/broadcast-proav/studio-cameras/ak-uc3300,,Shoulder Camcorder,Ethernet-RJ45,Planned to be documented  202405,UC4000 very well covered,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
UC4000,Panasonic UC,Panasonic,B4-Mount,https://eu.connect.panasonic.com/be/fr/products/broadcast-proav/ak-uc4000,,Shoulder Camcorder,Ethernet-RJ45,Planned to be documented  202405,UC4000 very well covered,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
Dvx200,Not still documented,Panasonic,No-Xchange-Motorized,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed
PanaStudio,Not still documented,Panasonic,L-Mount,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed
RedKomodo,Red IP,RED,RF-Mount,,,CineStyle,IP-to-USB-C,https://support.cyanview.com/docs/Integrations/RED/Komodo,,500.0,4.0,,False,0,Fixed,LAN Wired,Fixed
VRaptor,Red IP,RED,EF-Mount,,,CineStyle,IP-to-USB-C,https://support.cyanview.com/docs/Integrations/RED/Komodo,,500.0,4.0,,False,0,Fixed,LAN Wired,Fixed
Roboshot 20/40 UHD,Not still documented,RoboSHOT,No-Xchange-Motorized,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed
PivotCam,Not still documented,ROSS,No-Xchange-Motorized,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed
FCB-7520,Sony Visca,Sony,No-Xchange-Motorized,,,BBlock,CY-CBL-6P-FAN100,https://support.cyanview.com/docs/Integrations/Sony/SonyFCB,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
FCB-8230,Sony Visca,Sony,No-Xchange-Motorized,,,BBlock,CY-CBL-6P-FAN100,https://support.cyanview.com/docs/Integrations/Sony/SonyFCB,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
FCB-8550,Sony Visca,Sony,No-Xchange-Motorized,,,BBlock,CY-CBL-6P-FAN100,https://support.cyanview.com/docs/Integrations/Sony/SonyFCB,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
FCBH11,Sony Visca,Sony,No-Xchange-Motorized,,,BBlock,CY-CBL-6P-FAN100,https://support.cyanview.com/docs/Integrations/Sony/SonyFCB,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
SonyBurano,Sony Burano,Sony,PL-Mount,,,CineStyle,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyBurano,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILME-FX6,Sony FX6,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/ilme-fx6,,CineStyle,IP-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyFX6,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PXW-FX9+XDCA,Sony FX9-XDCA,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/pxw-fx9,,CineStyle,XDCA back,https://support.cyanview.com/docs/Integrations/Sony/SonyFX9,,500.0,5.0,,False,0,Fixed,LAN Wired,Fixed
PXW-FX9,Sony CBM,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/pxw-fx9,,CineStyle,WiFi,https://support.cyanview.com/docs/Integrations/Sony/SonyCBM,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
Venice 1,Sony Venice,Sony,PL-Mount,,,CineStyle,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyVenice,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
Venice 2,Sony Venice,Sony,PL-Mount,,,CineStyle,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyVenice,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
VeniceCBM,Sony Venice,Sony,PL-Mount,,,CineStyle,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyVenice,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
Venice700,Sony Venice,Sony,PL-Mount,,,CineStyle,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyVenice,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PXW-Z280,Sony CBM,Sony,No-Xchange-Motorized,https://pro.sony/products/handheld-camcorders/pxw-z280,,CineStyle,WiFi,https://support.cyanview.com/docs/Integrations/Sony/SonyCBM,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PXW-Z750-CBM,Sony CBM,Sony,B4-Mount,https://pro.sony/products/shoulder-camcorders/pxw-z750,,CineStyle,WiFi,https://support.cyanview.com/docs/Integrations/Sony/SonyCBM,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PXW-FS5,Sony Lanc,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/pxw-fs5,,Handheld Camcorder,CY-CBL-6P-LANC-2,https://support.cyanview.com/docs/Integrations/Sony/SonyLanc,,500.0,1.0,No,False,0,Fixed,LAN Wired,Fixed
PXW-FS7,Sony Lanc,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/pxw-fx9,,Handheld Camcorder,CY-CBL-6P-LANC-2,https://support.cyanview.com/docs/Integrations/Sony/SonyLanc,,500.0,1.0,No,False,0,Fixed,LAN Wired,Fixed
ILME-FX6,Sony Lanc,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/ilme-fx6,,Handheld Camcorder,CY-CBL-6P-LANC-2,https://support.cyanview.com/docs/Integrations/Sony/SonyLanc,,500.0,1.0,No,False,0,Fixed,LAN Wired,Fixed
SonyLanc,Sony Lanc,Sony,B4-Mount,,,Handheld Camcorder,CY-CBL-6P-LANC-2,https://support.cyanview.com/docs/Integrations/Sony/SonyLanc,,500.0,1.0,No,False,0,Fixed,LAN Wired,Fixed
PXW-Z190,Sony Lanc,Sony,No-Xchange-Motorized,https://pro.sony/products/handheld-camcorders/pxw-z190#ProductSpecificationsBBlock-pxw-z190,,Handheld Camcorder,CY-CBL-6P-LANC-2,https://support.cyanview.com/docs/Integrations/Sony/SonyLanc,,500.0,1.0,No,False,0,Fixed,LAN Wired,Fixed
Alpha SonyMirrorless,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILCE-7CR,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILCE-7M4,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILCE-7RM4A,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILCE-7RM5,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILCE-7C,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILCE-7CM2,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILCE-7SM3,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILCE-9M2,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILCE-1,Sony Mirrorless,Sony,E-Mount,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILME-FX3,Sony Mirrorless,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/ilme-fx3,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILME-FX30,Sony Mirrorless,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/ilme-fx30,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
DSC-RX0M2,Sony Mirrorless,Sony,Unknown,https://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx0m2,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ILCE-6700,Sony Mirrorless,Sony,Unknown,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
ZV E1,Sony Mirrorless,Sony,Unknown,,,Mirrorless,USB-A-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyMirrorless,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
BRCH800,Sony PTZ,Sony,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyPTZ,,500.0,5.0,,False,0,Fixed,LAN Wired,Fixed
BRCH900,Sony PTZ,Sony,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyPTZ,,500.0,5.0,,False,0,Fixed,LAN Wired,Fixed
BRCX1000,Sony PTZ,Sony,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyPTZ,,500.0,5.0,,False,0,Fixed,LAN Wired,Fixed
BRCX400,Sony PTZ,Sony,No-Xchange-Motorized,,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyPTZ,,500.0,5.0,,False,0,Fixed,LAN Wired,Fixed
SonyFr7,Sony FR7,Sony,E-Mount,https://pro.sony/products/ptz-network-cameras/ilme-fr7,,PTZ,Ethernet-RJ45,https://support.cyanview.com/docs/Integrations/Sony/SonyFR7,,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PDW-700,Sony 8-Pin,Sony,B4-Mount,https://pro.sony/products/shoulder-camcorders/pdw-700,,Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PDW-F800,Sony 8-Pin,Sony,B4-Mount,https://pro.sony/ue_US/products/shoulder-camcorders/pdw-f800,"Sony 8-Pin pour CDC, Ethernet pour broadcast (Tally,……)",Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PMW-EX3,Sony 8-Pin,Sony,No-Xchange-Motorized,,"Poor control, no zoom and focus control on that legacy protocol",Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PXW-X350,Sony 8-Pin,Sony,No-Xchange-Motorized,https://pro.sony/products/handheld-camcorders/pxw-x350,,Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PXW-X500,Sony 8-Pin,Sony,B4-Mount,https://pro.sony/products/shoulder-camcorders/pmw-500,"Sony 8-Pin pour CDC, Ethernet pour broadcast (Tally,……)",Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PXW-Z750-Legacy,Sony 8-Pin,Sony,B4-Mount,https://pro.sony/products/shoulder-camcorders/pxw-z750,,Shoulder Camcorder,CY-CBL-SONY-8P-03,https://support.cyanview.com/docs/Integrations/Sony/Sony8Pin,Our solutions offers the same color control than the Sony RCP,500.0,2.0,,False,0,Fixed,LAN Wired,Fixed
PXW-Z90,Not controllable,Sony,No-Xchange-Motorized,https://pro.sony/products/handheld-camcorders/pxw-z90,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,This camera is not remotely controllable.,,0.0,,False,0,Fixed,LAN Wired,Fixed
HDC-P50,Not still documented,Sony,B4-Mount,https://pro.sony/products/4k-and-hd-camera-systems/hdc-p50,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed
PMW-EX1,Not controllable,Sony,No-Xchange-Motorized,https://pro.sony/fr_CH/products/handheld-camcorders/pmw-ex1,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,This camera is not remotely controllable.,,0.0,,False,0,Fixed,LAN Wired,Fixed
PXW-X200,Not compatible,Sony,No-Xchange-Motorized,https://pro.sony/fr_BE/products/handheld-camcorders/pxw-x200,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,The camera protocol has not been integrated due to the low demand on this camera.,,0.0,,False,0,Fixed,LAN Wired,Fixed
Ikhd1,Not still documented,Toshiba,Unknown,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed
Ikhd5,Not still documented,Toshiba,Unknown,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed
PtzOptics,Not still documented,VHD,No-Xchange-Motorized,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed
PHD02XP,Not still documented,VisionResearch,Unknown,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed
VisionResearch,Not still documented,VisionResearch,B4-Mount,,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed
Yushida,Not still documented,Yushida,No-Xchange-Motorized,https://www.microdvrcamera.com/product/Bullet-Full-HD-1080p-High-Speed-Auto-Focus-USB-Camera.html,,TBD,Undefined,https://support.cyanview.com/docs/Integrations,,,,,False,0,Fixed,LAN Wired,Fixed
