Reference,Protocol,Brand,LensMount,ManufacturerURL,Remark,Type,Cable,SupportURL,Message,MaxDelayToComplete,ControlCoverage,Bidirectionnal,Selected,Number,Lens,Network,Base,CameraLensCategory,lensControl,lensType,lensMotor
ILME-FX6,Sony FX6,Sony,E-Mount,https://pro.sony/products/handheld-camcorders/ilme-fx6,,CineStyle,IP-to-USB-C,https://support.cyanview.com/docs/Integrations/Sony/SonyFX6,,500.0,2.0,,False,1,Fixed,LAN Wired,Fixed,Cine Interchangeable,No Need,TBD,TBD
